ROW;software;lenguaje;fecha;factor de confianza;treemap
1;/Temporales/HSP/P.HSP.20110524153927;plsql;20110524;8.28;/Temporales/HSP/P.HSP.20110524153927
http://wbetest.bde.es/sqamain/plugindata/qaking/DESA/DWB/DWB/ORACLE/reportplsql.html
